mode,name,hashcat_h_s,hashdog_h_s,delta_pct
0,MD5,64683907686,63800270661,-1.4
100,SHA1,23663154014,23112081609,-2.3
1000,NTLM,121072008385,115262809569,-4.8
1400,SHA256,8819796220,8512720727,-3.5
1700,SHA512,3080121229,3058614735,-0.7
1000,NTLM,121843244843,116576457250,-4.3
5500,NetNTLMv1,66343850631,45147320487,-31.9
5600,NetNTLMv2,4763273778,4747268143,-0.3
7500,Kerb5 AS-REQ,1461776598,1473102907,+0.8
13100,Kerb5 TGS-REP,1423082744,1414250736,-0.6
